Respondent_ID,Citizenship,Gender,Study_Country,Institution_Public,Student_Status,Study_Level,Field_of_Study,Learning_Method,Job_Confidence
5879,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Moderately confident
5880,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
5881,Ecuador,Female,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
5882,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Moderately confident
5883,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Slightly confident
5884,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Moderately confident
5885,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
5886,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Slightly confident
5887,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Online,Slightly confident
5889,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
5892,Ecuador,Female,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
5893,Ecuador,Female,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
5895,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
5896,Ecuador,Male,Ecuador,No,Part-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Moderately confident
5897,Ecuador,Female,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
5898,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Moderately confident
5899,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
5900,Ecuador,Female,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
5901,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
5902,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
5903,Ecuador,Female,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Online,Moderately confident
5904,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
5905,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Moderately confident
5906,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
5907,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
5908,Ecuador,Female,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
5909,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Extremely confident
5910,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Slightly confident
5911,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
5912,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
5913,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Slightly confident
5915,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
5916,Ecuador,Prefer not to say,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Slightly confident
5917,Ecuador,Female,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Moderately confident
5918,Ecuador,Female,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
5919,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
5921,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Slightly confident
5922,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
5923,Ecuador,Female,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
5924,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Very confident
5925,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
5926,Ecuador,Female,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Extremely confident
5927,Ecuador,Male,Ecuador,Yes,Part-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
5928,Ecuador,Female,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Slightly confident
5929,Ecuador,Female,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
5930,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
5931,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
5932,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Moderately confident
5933,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
5934,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
5935,Ecuador,Female,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
5936,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
5937,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
5939,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
5940,Ecuador,Female,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
5942,Ecuador,Female,Ecuador,Yes,Full-time,N/A,Arts and Humanities,Blended (Hybrid),Moderately confident
5943,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Moderately confident
5944,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
5945,Ecuador,Male,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Extremely confident
5946,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
5947,Ecuador,Male,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
5949,Ecuador,Male,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
5950,Ecuador,Male,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Online,Very confident
5951,Ecuador,Male,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
5952,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
5953,Ecuador,Male,Ecuador,No,Part-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
5954,Ecuador,Male,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
5955,Ecuador,Male,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Slightly confident
5956,Ecuador,Male,Ecuador,Yes,Part-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Very confident
5957,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
5958,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
5960,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
5961,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
5962,Ecuador,Male,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
5963,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
5964,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Extremely confident
5966,Ecuador,Male,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Not at all confident
5967,Ecuador,Male,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
5968,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
5969,Ecuador,Male,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Extremely confident
5970,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Slightly confident
5974,Ecuador,Male,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
5975,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
5977,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
5978,Ecuador,Female,Ecuador,No,Part-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
5979,Ecuador,Male,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Extremely confident
5981,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
5991,Ecuador,Male,Ecuador,No,Part-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
5992,Ecuador,Female,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
5993,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
5994,Ecuador,Male,Ecuador,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
5995,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Extremely confident
5996,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
5997,Ecuador,Male,Ecuador,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
5998,Ecuador,Female,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
5999,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Very confident
6000,Ecuador,Male,Ecuador,No,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Very confident
6001,Ecuador,Male,Ecuador,No,Full-time,Undergraduate (Bachelor's),N/A,Traditional (Classroom),Moderately confident
6002,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Extremely confident
6003,Ecuador,Male,Ecuador,No,Full-time,Undergraduate (Bachelor's),N/A,Traditional (Classroom),Very confident
6004,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
6005,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
6006,Ecuador,Male,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
6007,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
6008,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Slightly confident
6009,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
6010,Ecuador,Female,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
6012,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
6013,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Slightly confident
6014,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
6017,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Moderately confident
6018,Ecuador,Male,Ecuador,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
6019,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
6020,Ecuador,Prefer not to say,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
6021,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
6022,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
6023,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
6024,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Slightly confident
6025,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
6026,Ecuador,Male,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
6027,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Extremely confident
6028,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Extremely confident
6029,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Slightly confident
6030,Ecuador,Female,Ecuador,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Slightly confident
6031,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Very confident
6033,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
6035,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
6036,Ecuador,Female,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Extremely confident
6037,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Extremely confident
6038,Ecuador,Female,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
6039,Ecuador,Male,Ecuador,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
6040,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Slightly confident
6041,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
6042,Ecuador,Female,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
6043,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Slightly confident
6044,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
6045,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Slightly confident
6046,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
6047,Ecuador,Male,Ecuador,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
6048,Ecuador,Male,Ecuador,No,Part-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
